#Time  flux(x0) flux(x1) flux(y0) flux(y1)
165.337  -0.00500001 0.00500001 0 0
165.437  -0.00500001 0.00500001 0 0
165.537  -0.00500001 0.00500001 0 0
165.637  -0.00500001 0.00500001 0 0
165.737  -0.00500001 0.00500001 0 0
165.837  -0.00500001 0.00500001 0 0
165.937  -0.00500001 0.00500001 0 0
166.036  -0.00500001 0.00500001 0 0
166.136  -0.00500001 0.00500001 0 0
166.236  -0.00500001 0.00500001 0 0
166.336  -0.00500001 0.00500001 0 0
166.436  -0.00500001 0.00500001 0 0
166.536  -0.00500001 0.00500001 0 0
166.636  -0.00500001 0.00500001 0 0
166.736  -0.00500001 0.00500001 0 0
166.836  -0.00500001 0.00500001 0 0
166.936  -0.00500001 0.00500001 0 0
167.036  -0.00500001 0.00500001 0 0
167.136  -0.00500001 0.00500001 0 0
167.236  -0.00500001 0.00500001 0 0
167.336  -0.00500001 0.00500001 0 0
167.436  -0.00500001 0.00500001 0 0
167.536  -0.00500001 0.00500001 0 0
167.636  -0.00500001 0.00500001 0 0
167.736  -0.00500001 0.00500001 0 0
167.836  -0.00500001 0.00500001 0 0
167.936  -0.00500001 0.00500001 0 0
168.036  -0.00500001 0.00500001 0 0
168.136  -0.00500001 0.00500001 0 0
168.236  -0.00500001 0.00500001 0 0
168.336  -0.00500001 0.00500001 0 0
168.436  -0.00500001 0.00500001 0 0
168.536  -0.00500001 0.00500001 0 0
168.636  -0.00500001 0.00500001 0 0
168.736  -0.00500001 0.00500001 0 0
168.836  -0.00500001 0.00500001 0 0
168.936  -0.00500001 0.00500001 0 0
169.036  -0.00500001 0.00500001 0 0
169.136  -0.00500001 0.00500001 0 0
169.236  -0.00500001 0.00500001 0 0
169.336  -0.00500001 0.00500001 0 0
169.436  -0.00500001 0.00500001 0 0
169.536  -0.00500001 0.00500001 0 0
169.636  -0.00500001 0.00500001 0 0
169.736  -0.00500001 0.00500001 0 0
169.836  -0.00500001 0.00500001 0 0
169.936  -0.00500001 0.00500001 0 0
170.036  -0.00500001 0.00500001 0 0
170.136  -0.00500001 0.00500001 0 0
170.236  -0.00500001 0.00500001 0 0
170.336  -0.00500001 0.00500001 0 0
170.436  -0.00500001 0.00500001 0 0
170.536  -0.00500001 0.00500001 0 0
170.636  -0.00500001 0.00500001 0 0
170.736  -0.00500001 0.00500001 0 0
170.836  -0.00500001 0.00500001 0 0
170.936  -0.00500001 0.00500001 0 0
171.036  -0.00500001 0.00500001 0 0
171.136  -0.00500001 0.00500001 0 0
171.236  -0.00500001 0.00500001 0 0
171.336  -0.00500001 0.00500001 0 0
171.436  -0.00500001 0.00500001 0 0
171.536  -0.00500001 0.00500001 0 0
171.636  -0.00500001 0.00500001 0 0
171.736  -0.00500001 0.00500001 0 0
171.836  -0.00500001 0.00500001 0 0
171.936  -0.00500001 0.00500001 0 0
172.036  -0.00500001 0.00500001 0 0
172.136  -0.00500001 0.00500001 0 0
172.236  -0.00500001 0.00500001 0 0
172.336  -0.00500001 0.00500001 0 0
172.436  -0.00500001 0.00500001 0 0
172.536  -0.00500001 0.00500001 0 0
172.636  -0.00500001 0.00500001 0 0
172.736  -0.00500001 0.00500001 0 0
172.836  -0.00500001 0.00500001 0 0
172.936  -0.00500001 0.00500001 0 0
173.036  -0.00500001 0.00500001 0 0
173.136  -0.00500001 0.00500001 0 0
173.236  -0.00500001 0.00500001 0 0
173.336  -0.00500001 0.00500001 0 0
173.436  -0.00500001 0.00500001 0 0
173.536  -0.00500001 0.00500001 0 0
173.636  -0.00500001 0.00500001 0 0
173.736  -0.00500001 0.00500001 0 0
173.836  -0.00500001 0.00500001 0 0
173.936  -0.00500001 0.00500001 0 0
174.036  -0.00500001 0.00500001 0 0
174.136  -0.00500001 0.00500001 0 0
174.236  -0.00500001 0.00500001 0 0
174.336  -0.00500001 0.00500001 0 0
174.436  -0.00500001 0.00500001 0 0
174.536  -0.00500001 0.00500001 0 0
174.636  -0.00500001 0.00500001 0 0
174.736  -0.00500001 0.00500001 0 0
174.836  -0.00500001 0.00500001 0 0
174.936  -0.00500001 0.00500001 0 0
175.036  -0.00500001 0.00500001 0 0
175.136  -0.00500001 0.00500001 0 0
175.235  -0.00500001 0.00500001 0 0
175.335  -0.00500001 0.00500001 0 0
175.435  -0.00500001 0.00500001 0 0
175.535  -0.00500001 0.00500001 0 0
175.635  -0.00500001 0.00500001 0 0
175.735  -0.00500001 0.00500001 0 0
175.835  -0.00500001 0.00500001 0 0
175.935  -0.00500001 0.00500001 0 0
176.035  -0.00500001 0.00500001 0 0
176.135  -0.00500001 0.00500001 0 0
176.235  -0.00500001 0.00500001 0 0
176.335  -0.00500001 0.00500001 0 0
176.435  -0.00500001 0.00500001 0 0
176.535  -0.00500001 0.00500001 0 0
176.635  -0.00500001 0.00500001 0 0
176.735  -0.00500001 0.00500001 0 0
176.835  -0.00500001 0.00500001 0 0
176.935  -0.00500001 0.00500001 0 0
177.035  -0.00500001 0.00500001 0 0
177.135  -0.00500001 0.00500001 0 0
177.235  -0.00500001 0.00500001 0 0
177.335  -0.00500001 0.00500001 0 0
177.435  -0.00500001 0.00500001 0 0
177.535  -0.00500001 0.00500001 0 0
177.635  -0.00500001 0.00500001 0 0
177.735  -0.00500001 0.00500001 0 0
177.835  -0.00500001 0.00500001 0 0
177.935  -0.00500001 0.00500001 0 0
178.035  -0.00500001 0.00500001 0 0
178.135  -0.00500001 0.00500001 0 0
178.235  -0.00500001 0.00500001 0 0
178.335  -0.00500001 0.00500001 0 0
178.435  -0.00500001 0.00500001 0 0
178.535  -0.00500001 0.00500001 0 0
178.635  -0.00500001 0.00500001 0 0
178.735  -0.00500001 0.00500001 0 0
178.835  -0.00500001 0.00500001 0 0
178.935  -0.00500001 0.00500001 0 0
179.035  -0.00500001 0.00500001 0 0
179.135  -0.00500001 0.00500001 0 0
179.235  -0.00500001 0.00500001 0 0
179.335  -0.00500001 0.00500001 0 0
179.435  -0.00500001 0.00500001 0 0
179.535  -0.00500001 0.00500001 0 0
179.635  -0.00500001 0.00500001 0 0
179.735  -0.00500001 0.00500001 0 0
179.835  -0.00500001 0.00500001 0 0
179.935  -0.00500001 0.00500001 0 0
180.035  -0.00500001 0.00500001 0 0
180.135  -0.00500001 0.00500001 0 0
180.235  -0.00500001 0.00500001 0 0
180.335  -0.00500001 0.00500001 0 0
180.435  -0.00500001 0.00500001 0 0
180.535  -0.00500001 0.00500001 0 0
180.635  -0.00500001 0.00500001 0 0
180.735  -0.00500001 0.00500001 0 0
180.835  -0.00500001 0.00500001 0 0
180.935  -0.00500001 0.00500001 0 0
181.035  -0.00500001 0.00500001 0 0
181.135  -0.00500001 0.00500001 0 0
181.235  -0.00500001 0.00500001 0 0
181.335  -0.00500001 0.00500001 0 0
181.435  -0.00500001 0.00500001 0 0
181.535  -0.00500001 0.00500001 0 0
181.635  -0.00500001 0.00500001 0 0
181.735  -0.00500001 0.00500001 0 0
181.835  -0.00500001 0.00500001 0 0
181.935  -0.00500001 0.00500001 0 0
182.035  -0.00500001 0.00500001 0 0
182.135  -0.00500001 0.00500001 0 0
182.235  -0.00500001 0.00500001 0 0
182.335  -0.00500001 0.00500001 0 0
182.435  -0.00500001 0.00500001 0 0
182.535  -0.00500001 0.00500001 0 0
182.635  -0.00500001 0.00500001 0 0
182.735  -0.00500001 0.00500001 0 0
182.835  -0.00500001 0.00500001 0 0
182.935  -0.00500001 0.00500001 0 0
183.035  -0.00500001 0.00500001 0 0
183.135  -0.00500001 0.00500001 0 0
183.235  -0.00500001 0.00500001 0 0
183.335  -0.00500001 0.00500001 0 0
183.435  -0.00500001 0.00500001 0 0
183.535  -0.00500001 0.00500001 0 0
183.635  -0.00500001 0.00500001 0 0
183.735  -0.00500001 0.00500001 0 0
183.835  -0.00500001 0.00500001 0 0
183.935  -0.00500001 0.00500001 0 0
184.035  -0.00500001 0.00500001 0 0
184.135  -0.00500001 0.00500001 0 0
184.235  -0.00500001 0.00500001 0 0
184.334  -0.00500001 0.00500001 0 0
184.434  -0.00500001 0.00500001 0 0
184.534  -0.00500001 0.00500001 0 0
184.634  -0.00500001 0.00500001 0 0
184.734  -0.00500001 0.00500001 0 0
184.834  -0.00500001 0.00500001 0 0
184.934  -0.00500001 0.00500001 0 0
185.034  -0.00500001 0.00500001 0 0
185.134  -0.00500001 0.00500001 0 0
185.234  -0.00500001 0.00500001 0 0
185.334  -0.00500001 0.00500001 0 0
185.434  -0.00500001 0.00500001 0 0
185.534  -0.00500001 0.00500001 0 0
185.634  -0.00500001 0.00500001 0 0
185.734  -0.00500001 0.00500001 0 0
185.834  -0.00500001 0.00500001 0 0
185.934  -0.00500001 0.00500001 0 0
186.034  -0.00500001 0.00500001 0 0
186.134  -0.00500001 0.00500001 0 0
186.234  -0.00500001 0.00500001 0 0
186.334  -0.00500001 0.00500001 0 0
186.434  -0.00500001 0.00500001 0 0
186.534  -0.00500001 0.00500001 0 0
186.634  -0.00500001 0.00500001 0 0
186.734  -0.00500001 0.00500001 0 0
186.834  -0.00500001 0.00500001 0 0
186.934  -0.00500001 0.00500001 0 0
187.034  -0.00500001 0.00500001 0 0
187.134  -0.00500001 0.00500001 0 0
187.234  -0.00500001 0.00500001 0 0
187.334  -0.00500001 0.00500001 0 0
187.434  -0.00500001 0.00500001 0 0
187.534  -0.00500001 0.00500001 0 0
187.634  -0.00500001 0.00500001 0 0
187.734  -0.00500001 0.00500001 0 0
187.834  -0.00500001 0.00500001 0 0
187.934  -0.00500001 0.00500001 0 0
188.034  -0.00500001 0.00500001 0 0
188.134  -0.00500001 0.00500001 0 0
188.234  -0.00500001 0.00500001 0 0
188.334  -0.00500001 0.00500001 0 0
188.434  -0.00500001 0.00500001 0 0
188.534  -0.00500001 0.00500001 0 0
188.634  -0.00500001 0.00500001 0 0
188.734  -0.00500001 0.00500001 0 0
188.834  -0.00500001 0.00500001 0 0
188.934  -0.00500001 0.00500001 0 0
189.034  -0.00500001 0.00500001 0 0
189.134  -0.00500001 0.00500001 0 0
189.234  -0.00500001 0.00500001 0 0
189.334  -0.00500001 0.00500001 0 0
189.434  -0.00500001 0.00500001 0 0
189.534  -0.00500001 0.00500001 0 0
189.634  -0.00500001 0.00500001 0 0
189.734  -0.00500001 0.00500001 0 0
189.834  -0.00500001 0.00500001 0 0
189.934  -0.00500001 0.00500001 0 0
190.034  -0.00500001 0.00500001 0 0
190.134  -0.00500001 0.00500001 0 0
190.234  -0.00500001 0.00500001 0 0
190.334  -0.00500001 0.00500001 0 0
190.434  -0.00500001 0.00500001 0 0
190.534  -0.00500001 0.00500001 0 0
190.634  -0.00500001 0.00500001 0 0
190.734  -0.00500001 0.00500001 0 0
190.834  -0.00500001 0.00500001 0 0
190.934  -0.00500001 0.00500001 0 0
191.034  -0.00500001 0.00500001 0 0
191.134  -0.00500001 0.00500001 0 0
191.234  -0.00500001 0.00500001 0 0
191.334  -0.00500001 0.00500001 0 0
191.434  -0.00500001 0.00500001 0 0
191.534  -0.00500001 0.00500001 0 0
191.634  -0.00500001 0.00500001 0 0
191.734  -0.00500001 0.00500001 0 0
191.834  -0.00500001 0.00500001 0 0
191.934  -0.00500001 0.00500001 0 0
192.034  -0.00500001 0.00500001 0 0
192.134  -0.00500001 0.00500001 0 0
192.234  -0.00500001 0.00500001 0 0
192.334  -0.00500001 0.00500001 0 0
192.434  -0.00500001 0.00500001 0 0
192.534  -0.00500001 0.00500001 0 0
192.634  -0.00500001 0.00500001 0 0
192.734  -0.00500001 0.00500001 0 0
192.834  -0.00500001 0.00500001 0 0
192.934  -0.00500001 0.00500001 0 0
193.034  -0.00500001 0.00500001 0 0
193.134  -0.00500001 0.00500001 0 0
193.234  -0.00500001 0.00500001 0 0
193.334  -0.00500001 0.00500001 0 0
193.434  -0.00500001 0.00500001 0 0
193.533  -0.00500001 0.00500001 0 0
193.633  -0.00500001 0.00500001 0 0
193.733  -0.00500001 0.00500001 0 0
193.833  -0.00500001 0.00500001 0 0
193.933  -0.00500001 0.00500001 0 0
194.033  -0.00500001 0.00500001 0 0
194.133  -0.00500001 0.00500001 0 0
194.233  -0.00500001 0.00500001 0 0
194.333  -0.00500001 0.00500001 0 0
194.433  -0.00500001 0.00500001 0 0
194.533  -0.00500001 0.00500001 0 0
194.633  -0.00500001 0.00500001 0 0
194.733  -0.00500001 0.00500001 0 0
194.833  -0.00500001 0.00500001 0 0
194.933  -0.00500001 0.00500001 0 0
195.033  -0.00500001 0.00500001 0 0
195.133  -0.00500001 0.00500001 0 0
195.233  -0.00500001 0.00500001 0 0
195.333  -0.00500001 0.00500001 0 0
195.433  -0.00500001 0.00500001 0 0
195.533  -0.00500001 0.00500001 0 0
195.633  -0.00500001 0.00500001 0 0
195.733  -0.00500001 0.00500001 0 0
195.833  -0.00500001 0.00500001 0 0
195.933  -0.00500001 0.00500001 0 0
196.033  -0.00500001 0.00500001 0 0
196.133  -0.00500001 0.00500001 0 0
196.233  -0.00500001 0.00500001 0 0
196.333  -0.00500001 0.00500001 0 0
196.433  -0.00500001 0.00500001 0 0
196.533  -0.00500001 0.00500001 0 0
196.633  -0.00500001 0.00500001 0 0
196.733  -0.00500001 0.00500001 0 0
196.833  -0.00500001 0.00500001 0 0
196.933  -0.00500001 0.00500001 0 0
197.033  -0.00500001 0.00500001 0 0
197.133  -0.00500001 0.00500001 0 0
197.233  -0.00500001 0.00500001 0 0
197.333  -0.00500001 0.00500001 0 0
197.433  -0.00500001 0.00500001 0 0
197.533  -0.00500001 0.00500001 0 0
197.633  -0.00500001 0.00500001 0 0
197.733  -0.00500001 0.00500001 0 0
197.833  -0.00500001 0.00500001 0 0
197.933  -0.00500001 0.00500001 0 0
198.033  -0.00500001 0.00500001 0 0
198.133  -0.00500001 0.00500001 0 0
198.233  -0.00500001 0.00500001 0 0
198.333  -0.00500001 0.00500001 0 0
198.433  -0.00500001 0.00500001 0 0
198.533  -0.00500001 0.00500001 0 0
198.633  -0.00500001 0.00500001 0 0
198.733  -0.00500001 0.00500001 0 0
198.833  -0.00500001 0.00500001 0 0
198.933  -0.00500001 0.00500001 0 0
199.033  -0.00500001 0.00500001 0 0
199.133  -0.00500001 0.00500001 0 0
199.233  -0.00500001 0.00500001 0 0
199.333  -0.00500001 0.00500001 0 0
199.433  -0.00500001 0.00500001 0 0
199.533  -0.00500001 0.00500001 0 0
199.633  -0.00500001 0.00500001 0 0
199.733  -0.00500001 0.00500001 0 0
199.833  -0.00500001 0.00500001 0 0
199.933  -0.00500001 0.00500001 0 0
200.033  -0.00500001 0.00500001 0 0
200.133  -0.00500001 0.00500001 0 0
200.233  -0.00500001 0.00500001 0 0
200.333  -0.00500001 0.00500001 0 0
200.433  -0.00500001 0.00500001 0 0
200.533  -0.00500001 0.00500001 0 0
200.633  -0.00500001 0.00500001 0 0
200.733  -0.00500001 0.00500001 0 0
200.833  -0.00500001 0.00500001 0 0
200.933  -0.00500001 0.00500001 0 0
201.033  -0.00500001 0.00500001 0 0
201.133  -0.00500001 0.00500001 0 0
201.233  -0.00500001 0.00500001 0 0
201.333  -0.00500001 0.00500001 0 0
201.433  -0.00500001 0.00500001 0 0
201.533  -0.00500001 0.00500001 0 0
201.633  -0.00500001 0.00500001 0 0
201.733  -0.00500001 0.00500001 0 0
201.833  -0.00500001 0.00500001 0 0
201.933  -0.00500001 0.00500001 0 0
202.033  -0.00500001 0.00500001 0 0
202.133  -0.00500001 0.00500001 0 0
202.233  -0.00500001 0.00500001 0 0
202.333  -0.00500001 0.00500001 0 0
202.433  -0.00500001 0.00500001 0 0
202.533  -0.00500001 0.00500001 0 0
202.632  -0.00500001 0.00500001 0 0
202.732  -0.00500001 0.00500001 0 0
202.832  -0.00500001 0.00500001 0 0
202.932  -0.00500001 0.00500001 0 0
203.032  -0.00500001 0.00500001 0 0
203.132  -0.00500001 0.00500001 0 0
203.232  -0.00500001 0.00500001 0 0
203.332  -0.00500001 0.00500001 0 0
203.432  -0.00500001 0.00500001 0 0
203.532  -0.00500001 0.00500001 0 0
203.632  -0.00500001 0.00500001 0 0
203.732  -0.00500001 0.00500001 0 0
203.832  -0.00500001 0.00500001 0 0
203.932  -0.00500001 0.00500001 0 0
204.032  -0.00500001 0.00500001 0 0
204.132  -0.00500001 0.00500001 0 0
204.232  -0.00500001 0.00500001 0 0
204.332  -0.00500001 0.00500001 0 0
204.432  -0.00500001 0.00500001 0 0
204.532  -0.00500001 0.00500001 0 0
204.632  -0.00500001 0.00500001 0 0
204.732  -0.00500001 0.00500001 0 0
204.832  -0.00500001 0.00500001 0 0
204.932  -0.00500001 0.00500001 0 0
205.032  -0.00500001 0.00500001 0 0
205.132  -0.00500001 0.00500001 0 0
205.232  -0.00500001 0.00500001 0 0
205.332  -0.00500001 0.00500001 0 0
205.432  -0.00500001 0.00500001 0 0
205.532  -0.00500001 0.00500001 0 0
205.632  -0.00500001 0.00500001 0 0
205.732  -0.00500001 0.00500001 0 0
205.832  -0.00500001 0.00500001 0 0
205.932  -0.00500001 0.00500001 0 0
206.032  -0.00500001 0.00500001 0 0
206.132  -0.00500001 0.00500001 0 0
206.232  -0.00500001 0.00500001 0 0
206.332  -0.00500001 0.00500001 0 0
206.432  -0.00500001 0.00500001 0 0
206.532  -0.00500001 0.00500001 0 0
206.632  -0.00500001 0.00500001 0 0
206.732  -0.00500001 0.00500001 0 0
206.832  -0.00500001 0.00500001 0 0
206.932  -0.00500001 0.00500001 0 0
207.032  -0.00500001 0.00500001 0 0
207.132  -0.00500001 0.00500001 0 0
207.232  -0.00500001 0.00500001 0 0
207.332  -0.00500001 0.00500001 0 0
207.432  -0.00500001 0.00500001 0 0
207.532  -0.00500001 0.00500001 0 0
207.632  -0.00500001 0.00500001 0 0
207.732  -0.00500001 0.00500001 0 0
207.832  -0.00500001 0.00500001 0 0
207.932  -0.00500001 0.00500001 0 0
208.032  -0.00500001 0.00500001 0 0
208.132  -0.00500001 0.00500001 0 0
208.232  -0.00500001 0.00500001 0 0
208.332  -0.00500001 0.00500001 0 0
208.432  -0.00500001 0.00500001 0 0
208.532  -0.00500001 0.00500001 0 0
208.632  -0.00500001 0.00500001 0 0
208.732  -0.00500001 0.00500001 0 0
208.832  -0.00500001 0.00500001 0 0
208.932  -0.00500001 0.00500001 0 0
209.032  -0.00500001 0.00500001 0 0
209.132  -0.00500001 0.00500001 0 0
209.232  -0.00500001 0.00500001 0 0
209.332  -0.00500001 0.00500001 0 0
209.432  -0.00500001 0.00500001 0 0
209.532  -0.00500001 0.00500001 0 0
209.632  -0.00500001 0.00500001 0 0
209.732  -0.00500001 0.00500001 0 0
209.832  -0.00500001 0.00500001 0 0
209.932  -0.00500001 0.00500001 0 0
210.032  -0.00500001 0.00500001 0 0
210.132  -0.00500001 0.00500001 0 0
210.232  -0.00500001 0.00500001 0 0
210.332  -0.00500001 0.00500001 0 0
210.432  -0.00500001 0.00500001 0 0
210.532  -0.00500001 0.00500001 0 0
210.632  -0.00500001 0.00500001 0 0
210.732  -0.00500001 0.00500001 0 0
210.832  -0.00500001 0.00500001 0 0
210.932  -0.00500001 0.00500001 0 0
211.032  -0.00500001 0.00500001 0 0
211.132  -0.00500001 0.00500001 0 0
211.232  -0.00500001 0.00500001 0 0
211.332  -0.00500001 0.00500001 0 0
211.432  -0.00500001 0.00500001 0 0
211.532  -0.00500001 0.00500001 0 0
211.632  -0.00500001 0.00500001 0 0
211.732  -0.00500001 0.00500001 0 0
211.831  -0.00500001 0.00500001 0 0
211.931  -0.00500001 0.00500001 0 0
212.031  -0.00500001 0.00500001 0 0
212.131  -0.00500001 0.00500001 0 0
212.231  -0.00500001 0.00500001 0 0
212.331  -0.00500001 0.00500001 0 0
212.431  -0.00500001 0.00500001 0 0
212.531  -0.00500001 0.00500001 0 0
212.631  -0.00500001 0.00500001 0 0
212.731  -0.00500001 0.00500001 0 0
212.831  -0.00500001 0.00500001 0 0
212.931  -0.00500001 0.00500001 0 0
213.031  -0.00500001 0.00500001 0 0
213.131  -0.00500001 0.00500001 0 0
213.231  -0.00500001 0.00500001 0 0
213.331  -0.00500001 0.00500001 0 0
213.431  -0.00500001 0.00500001 0 0
213.531  -0.00500001 0.00500001 0 0
213.631  -0.00500001 0.00500001 0 0
213.731  -0.00500001 0.00500001 0 0
213.831  -0.00500001 0.00500001 0 0
213.931  -0.00500001 0.00500001 0 0
214.031  -0.00500001 0.00500001 0 0
214.131  -0.00500001 0.00500001 0 0
214.231  -0.00500001 0.00500001 0 0
214.331  -0.00500001 0.00500001 0 0
214.431  -0.00500001 0.00500001 0 0
214.531  -0.00500001 0.00500001 0 0
214.631  -0.00500001 0.00500001 0 0
214.731  -0.00500001 0.00500001 0 0
214.831  -0.00500001 0.00500001 0 0
214.931  -0.00500001 0.00500001 0 0
215.031  -0.00500001 0.00500001 0 0
215.131  -0.00500001 0.00500001 0 0
215.231  -0.00500001 0.00500001 0 0
215.331  -0.00500001 0.00500001 0 0
215.431  -0.00500001 0.00500001 0 0
215.531  -0.00500001 0.00500001 0 0
215.631  -0.00500001 0.00500001 0 0
215.731  -0.00500001 0.00500001 0 0
215.831  -0.00500001 0.00500001 0 0
215.931  -0.00500001 0.00500001 0 0
216.031  -0.00500001 0.00500001 0 0
216.131  -0.00500001 0.00500001 0 0
216.231  -0.00500001 0.00500001 0 0
216.331  -0.00500001 0.00500001 0 0
216.431  -0.00500001 0.00500001 0 0
216.531  -0.00500001 0.00500001 0 0
216.631  -0.00500001 0.00500001 0 0
216.731  -0.00500001 0.00500001 0 0
216.831  -0.00500001 0.00500001 0 0
216.931  -0.00500001 0.00500001 0 0
217.031  -0.00500001 0.00500001 0 0
217.131  -0.00500001 0.00500001 0 0
217.231  -0.00500001 0.00500001 0 0
217.331  -0.00500001 0.00500001 0 0
217.431  -0.00500001 0.00500001 0 0
217.531  -0.00500001 0.00500001 0 0
217.631  -0.00500001 0.00500001 0 0
217.731  -0.00500001 0.00500001 0 0
217.831  -0.00500001 0.00500001 0 0
217.931  -0.00500001 0.00500001 0 0
218.031  -0.00500001 0.00500001 0 0
218.131  -0.00500001 0.00500001 0 0
218.231  -0.00500001 0.00500001 0 0
218.331  -0.00500001 0.00500001 0 0
218.431  -0.00500001 0.00500001 0 0
218.531  -0.00500001 0.00500001 0 0
218.631  -0.00500001 0.00500001 0 0
218.731  -0.00500001 0.00500001 0 0
218.831  -0.00500001 0.00500001 0 0
218.931  -0.00500001 0.00500001 0 0
219.031  -0.00500001 0.00500001 0 0
219.131  -0.00500001 0.00500001 0 0
219.231  -0.00500001 0.00500001 0 0
219.331  -0.00500001 0.00500001 0 0
219.431  -0.00500001 0.00500001 0 0
219.531  -0.00500001 0.00500001 0 0
219.631  -0.00500001 0.00500001 0 0
219.731  -0.00500001 0.00500001 0 0
219.831  -0.00500001 0.00500001 0 0
219.931  -0.00500001 0.00500001 0 0
220.031  -0.00500001 0.00500001 0 0
220.131  -0.00500001 0.00500001 0 0
220.231  -0.00500001 0.00500001 0 0
220.331  -0.00500001 0.00500001 0 0
220.431  -0.00500001 0.00500001 0 0
220.531  -0.00500001 0.00500001 0 0
220.631  -0.00500001 0.00500001 0 0
220.731  -0.00500001 0.00500001 0 0
220.831  -0.00500001 0.00500001 0 0
220.93  -0.00500001 0.00500001 0 0
221.03  -0.00500001 0.00500001 0 0
221.13  -0.00500001 0.00500001 0 0
221.23  -0.00500001 0.00500001 0 0
221.33  -0.00500001 0.00500001 0 0
221.43  -0.00500001 0.00500001 0 0
221.53  -0.00500001 0.00500001 0 0
221.63  -0.00500001 0.00500001 0 0
221.73  -0.00500001 0.00500001 0 0
221.83  -0.00500001 0.00500001 0 0
221.93  -0.00500001 0.00500001 0 0
222.03  -0.00500001 0.00500001 0 0
222.13  -0.00500001 0.00500001 0 0
222.23  -0.00500001 0.00500001 0 0
222.33  -0.00500001 0.00500001 0 0
222.43  -0.00500001 0.00500001 0 0
222.53  -0.00500001 0.00500001 0 0
222.63  -0.00500001 0.00500001 0 0
222.73  -0.00500001 0.00500001 0 0
222.83  -0.00500001 0.00500001 0 0
222.93  -0.00500001 0.00500001 0 0
223.03  -0.00500001 0.00500001 0 0
223.13  -0.00500001 0.00500001 0 0
223.23  -0.00500001 0.00500001 0 0
223.33  -0.00500001 0.00500001 0 0
223.43  -0.00500001 0.00500001 0 0
223.53  -0.00500001 0.00500001 0 0
223.63  -0.00500001 0.00500001 0 0
223.73  -0.00500001 0.00500001 0 0
223.83  -0.00500001 0.00500001 0 0
223.93  -0.00500001 0.00500001 0 0
224.03  -0.00500001 0.00500001 0 0
224.13  -0.00500001 0.00500001 0 0
224.23  -0.00500001 0.00500001 0 0
224.33  -0.00500001 0.00500001 0 0
224.43  -0.00500001 0.00500001 0 0
224.53  -0.00500001 0.00500001 0 0
224.63  -0.00500001 0.00500001 0 0
224.73  -0.00500001 0.00500001 0 0
224.83  -0.00500001 0.00500001 0 0
224.93  -0.00500001 0.00500001 0 0
225.03  -0.00500001 0.00500001 0 0
225.13  -0.00500001 0.00500001 0 0
225.23  -0.00500001 0.00500001 0 0
225.33  -0.00500001 0.00500001 0 0
225.43  -0.00500001 0.00500001 0 0
225.53  -0.00500001 0.00500001 0 0
225.63  -0.00500001 0.00500001 0 0
225.73  -0.00500001 0.00500001 0 0
225.83  -0.00500001 0.00500001 0 0
225.93  -0.00500001 0.00500001 0 0
226.03  -0.00500001 0.00500001 0 0
226.13  -0.00500001 0.00500001 0 0
226.23  -0.00500001 0.00500001 0 0
226.33  -0.00500001 0.00500001 0 0
226.43  -0.00500001 0.00500001 0 0
226.53  -0.00500001 0.00500001 0 0
226.63  -0.00500001 0.00500001 0 0
226.73  -0.00500001 0.00500001 0 0
226.83  -0.00500001 0.00500001 0 0
226.93  -0.00500001 0.00500001 0 0
227.03  -0.00500001 0.00500001 0 0
227.13  -0.00500001 0.00500001 0 0
227.23  -0.00500001 0.00500001 0 0
227.33  -0.00500001 0.00500001 0 0
227.43  -0.00500001 0.00500001 0 0
227.53  -0.00500001 0.00500001 0 0
227.63  -0.00500001 0.00500001 0 0
227.73  -0.00500001 0.00500001 0 0
227.83  -0.00500001 0.00500001 0 0
227.93  -0.00500001 0.00500001 0 0
228.03  -0.00500001 0.00500001 0 0
228.13  -0.00500001 0.00500001 0 0
228.23  -0.00500001 0.00500001 0 0
228.33  -0.00500001 0.00500001 0 0
228.43  -0.00500001 0.00500001 0 0
228.53  -0.00500001 0.00500001 0 0
228.63  -0.00500001 0.00500001 0 0
228.73  -0.00500001 0.00500001 0 0
228.83  -0.00500001 0.00500001 0 0
228.93  -0.00500001 0.00500001 0 0
229.03  -0.00500001 0.00500001 0 0
229.13  -0.00500001 0.00500001 0 0
229.23  -0.00500001 0.00500001 0 0
229.33  -0.00500001 0.00500001 0 0
229.43  -0.00500001 0.00500001 0 0
229.53  -0.00500001 0.00500001 0 0
229.63  -0.00500001 0.00500001 0 0
229.73  -0.00500001 0.00500001 0 0
229.83  -0.00500001 0.00500001 0 0
229.93  -0.00500001 0.00500001 0 0
230.03  -0.00500001 0.00500001 0 0
230.129  -0.00500001 0.00500001 0 0
230.229  -0.00500001 0.00500001 0 0
230.329  -0.00500001 0.00500001 0 0
230.429  -0.00500001 0.00500001 0 0
230.529  -0.00500001 0.00500001 0 0
230.629  -0.00500001 0.00500001 0 0
230.729  -0.00500001 0.00500001 0 0
230.829  -0.00500001 0.00500001 0 0
230.929  -0.00500001 0.00500001 0 0
231.029  -0.00500001 0.00500001 0 0
231.129  -0.00500001 0.00500001 0 0
231.229  -0.00500001 0.00500001 0 0
231.329  -0.00500001 0.00500001 0 0
231.429  -0.00500001 0.00500001 0 0
231.529  -0.00500001 0.00500001 0 0
231.629  -0.00500001 0.00500001 0 0
231.729  -0.00500001 0.00500001 0 0
