#Time TotalMass(kg) flux(x0) flux(x1) flux(y0) flux(y1)
22.7522 0.326532 -0.00500001 6.91574e-82 0 0
22.8521 0.327967 -0.00500001 7.52403e-82 0 0
22.9521 0.329402 -0.00500001 8.18293e-82 0 0
23.0521 0.330837 -0.00500001 8.8964e-82 0 0
23.1521 0.332272 -0.00500001 9.66871e-82 0 0
23.2521 0.333707 -0.00500001 1.05044e-81 0 0
23.3521 0.335142 -0.00500001 1.14085e-81 0 0
23.4521 0.336577 -0.00500001 1.23861e-81 0 0
23.5521 0.338012 -0.00500001 1.3443e-81 0 0
23.6521 0.339447 -0.00500001 1.45852e-81 0 0
23.752 0.340882 -0.00500001 1.58193e-81 0 0
23.852 0.342317 -0.00500001 1.7152e-81 0 0
23.952 0.343752 -0.00500001 1.8591e-81 0 0
24.052 0.345187 -0.00500001 2.01442e-81 0 0
24.152 0.346622 -0.00500001 2.18202e-81 0 0
24.252 0.348057 -0.00500001 2.36281e-81 0 0
24.352 0.349492 -0.00500001 2.55776e-81 0 0
24.452 0.350927 -0.00500001 2.76794e-81 0 0
24.552 0.352362 -0.00500001 2.99445e-81 0 0
24.6519 0.353797 -0.00500001 3.23851e-81 0 0
24.7519 0.355232 -0.00500001 3.50138e-81 0 0
24.8519 0.356667 -0.00500001 3.78444e-81 0 0
24.9519 0.358102 -0.00500001 4.08915e-81 0 0
25.0519 0.359537 -0.00500001 4.41707e-81 0 0
25.1519 0.360972 -0.00500001 4.76988e-81 0 0
25.2519 0.362407 -0.00500001 5.14935e-81 0 0
25.3519 0.363842 -0.00500001 5.55739e-81 0 0
25.4519 0.365277 -0.00500001 5.99601e-81 0 0
25.5519 0.366712 -0.00500001 6.4674e-81 0 0
25.6518 0.368147 -0.00500001 6.97385e-81 0 0
25.7518 0.369582 -0.00500001 7.51784e-81 0 0
25.8518 0.371017 -0.00500001 8.10197e-81 0 0
25.9518 0.372452 -0.00500001 8.72906e-81 0 0
26.0518 0.373887 -0.00500001 9.40207e-81 0 0
26.1518 0.375322 -0.00500001 1.01242e-80 0 0
26.2518 0.376757 -0.00500001 1.08988e-80 0 0
26.3518 0.378192 -0.00500001 1.17295e-80 0 0
26.4518 0.379627 -0.00500001 1.26201e-80 0 0
26.5517 0.381062 -0.00500001 1.35747e-80 0 0
26.6517 0.382497 -0.00500001 1.45976e-80 0 0
26.7517 0.383932 -0.00500001 1.56935e-80 0 0
26.8517 0.385367 -0.00500001 1.68673e-80 0 0
26.9517 0.386802 -0.00500001 1.81241e-80 0 0
27.0517 0.388237 -0.00500001 1.94696e-80 0 0
27.1517 0.389672 -0.00500001 2.09096e-80 0 0
27.2517 0.391107 -0.00500001 2.24505e-80 0 0
27.3517 0.392542 -0.00500001 2.40988e-80 0 0
27.4516 0.393977 -0.00500001 2.58616e-80 0 0
27.5516 0.395412 -0.00500001 2.77465e-80 0 0
27.6516 0.396847 -0.00500001 2.97614e-80 0 0
27.7516 0.398282 -0.00500001 3.19148e-80 0 0
27.8516 0.399717 -0.00500001 3.42157e-80 0 0
27.9516 0.401152 -0.00500001 3.66737e-80 0 0
28.0516 0.402587 -0.00500001 3.92987e-80 0 0
28.1516 0.404022 -0.00500001 4.21017e-80 0 0
28.2516 0.405457 -0.00500001 4.50938e-80 0 0
28.3515 0.406892 -0.00500001 4.82873e-80 0 0
28.4515 0.408327 -0.00500001 5.16948e-80 0 0
28.5515 0.409762 -0.00500001 5.533e-80 0 0
28.6515 0.411197 -0.00500001 5.92072e-80 0 0
28.7515 0.412632 -0.00500001 6.33415e-80 0 0
28.8515 0.414067 -0.00500001 6.77492e-80 0 0
28.9515 0.415502 -0.00500001 7.24472e-80 0 0
29.0515 0.416937 -0.00500001 7.74536e-80 0 0
29.1515 0.418372 -0.00500001 8.27876e-80 0 0
29.2514 0.419807 -0.00500001 8.84693e-80 0 0
29.3514 0.421242 -0.00500001 9.45202e-80 0 0
29.4514 0.422677 -0.00500001 1.00963e-79 0 0
29.5514 0.424112 -0.00500001 1.07821e-79 0 0
29.6514 0.425547 -0.00500001 1.15121e-79 0 0
