#Time  flux(x0) flux(x1) flux(y0) flux(y1)
26885.6  -6.6e-05 6.5999e-05 0 0
26945.5  -6.6e-05 6.5999e-05 0 0
27005.4  -6.6e-05 6.5999e-05 0 0
27065.3  -6.6e-05 6.5999e-05 0 0
27125.1  -6.6e-05 6.5999e-05 0 0
27185  -6.6e-05 6.5999e-05 0 0
27244.9  -6.6e-05 6.5999e-05 0 0
27304.8  -6.6e-05 6.5999e-05 0 0
27364.7  -6.6e-05 6.5999e-05 0 0
27424.6  -6.6e-05 6.5999e-05 0 0
27484.5  -6.6e-05 6.5999e-05 0 0
27544.4  -6.6e-05 6.5999e-05 0 0
27604.3  -6.6e-05 6.5999e-05 0 0
27664.2  -6.6e-05 6.5999e-05 0 0
27724.1  -6.6e-05 6.5999e-05 0 0
27784  -6.6e-05 6.5999e-05 0 0
27843.9  -6.6e-05 6.5999e-05 0 0
27903.8  -6.6e-05 6.5999e-05 0 0
27963.6  -6.6e-05 6.5999e-05 0 0
28023.5  -6.6e-05 6.5999e-05 0 0
28083.4  -6.6e-05 6.5999e-05 0 0
28143.3  -6.6e-05 6.5999e-05 0 0
28203.2  -6.6e-05 6.5999e-05 0 0
28263.1  -6.6e-05 6.5999e-05 0 0
28323  -6.6e-05 6.5999e-05 0 0
28382.9  -6.6e-05 6.5999e-05 0 0
28442.8  -6.6e-05 6.5999e-05 0 0
28502.7  -6.6e-05 6.5999e-05 0 0
28562.6  -6.6e-05 6.5999e-05 0 0
28622.5  -6.6e-05 6.5999e-05 0 0
28682.4  -6.6e-05 6.5999e-05 0 0
28742.3  -6.6e-05 6.5999e-05 0 0
28802.1  -6.6e-05 6.5999e-05 0 0
28862  -6.6e-05 6.5999e-05 0 0
28921.9  -6.6e-05 6.5999e-05 0 0
28981.8  -6.6e-05 6.5999e-05 0 0
29041.7  -6.6e-05 6.5999e-05 0 0
29101.6  -6.6e-05 6.5999e-05 0 0
29161.5  -6.6e-05 6.5999e-05 0 0
29221.4  -6.6e-05 6.5999e-05 0 0
29281.3  -6.6e-05 6.5999e-05 0 0
29341.2  -6.6e-05 6.5999e-05 0 0
29401.1  -6.6e-05 6.5999e-05 0 0
29461  -6.6e-05 6.5999e-05 0 0
29520.9  -6.6e-05 6.5999e-05 0 0
29580.8  -6.6e-05 6.5999e-05 0 0
29640.6  -6.6e-05 6.5999e-05 0 0
29700.5  -6.6e-05 6.5999e-05 0 0
29760.4  -6.6e-05 6.5999e-05 0 0
29820.3  -6.6e-05 6.5999e-05 0 0
29880.2  -6.6e-05 6.5999e-05 0 0
29940.1  -6.6e-05 6.5999e-05 0 0
30000  -6.6e-05 6.5999e-05 0 0
30060  -6.6e-05 6.5999e-05 0 0
30120  -6.6e-05 6.5999e-05 0 0
30180  -6.6e-05 6.5999e-05 0 0
